Utterance,labels
這是中文維基百科，建議參考資料中關於日方史料的英譯版改以原文版替代。 另外有幾處直接以日語維基作為來源並不合適。,2.0
迪拜酋长国是一個國家（酋長國），是行政區劃名。 迪拜是城市名。 迪拜酋长国這個條目總共有60餘個跨語言連結，甚至在維基數據的編號是位居前列的Q613，足以見得其關注度及重要程度。,3.3333333333333335
我是新來的，我查了一下韓文、日文、英文維基百科，覺得朝鮮王朝比較好，沒有必要因為“日本人用李氏朝鮮，所以中國人台灣人華人都用李氏朝鮮”。 那“日本人還覺得元朝不是中國、是蒙古，中國是支那呢”。,2.3333333333333335
我和Lssrn的意見一致。 不過還有一些可以補充的地方：WP:NPOV：“……不應斷言各種不同觀點之中，某種觀點（不論其是否最流行的觀點或中間觀點）為正確，並把除前述以外的觀點當成只為貶損而提及。,3.0
其實上面的討論的出了一個結論：如要設定轉換，則需決定大陸方面最常用的譯名。 這不是任何一個地區的問題，而是字詞轉換技術的限制。,2.3333333333333335
中文优先和名从主人是维基百科命名的两大原则。 此外，认为此名字不好听而没有人用的朋友请注意，这只是一家之言。 认为该名字好的也大有人在。,1.6666666666666667
@user： 你提出這問題是想做什麼？ 因為你是用「個人認為」以及Talk:臺灣#關於離島縣市去展開討論，你詢問「請問各位意見如何？」只是在邀納各方意見是怎麼回應你的認為。,0.6666666666666666
在达成共识前，请保持条目稳定版本不变，而非继续进行单方面编辑。 在达成共识前回退至稳定版本符合保护方针规定，即“管理员通常会保护当前的这个修订版本。,2.6666666666666665
反对文献参见两点： 1. 《毛泽东年谱》述，8月6日毛泽东出席了中共中央政治局会议，又询问林伯渠有关边区财政经济的问题。 2. 《毛泽东书信选集》述，8月6日给谢觉哉写信，8月8日得到回复。,1.6666666666666667
因為「耎」的韓語和國語讀音，跟「軟」一樣。 Wishnote - 別再唸錯了！ 田柾國、車學沇..,0.3333333333333333
Yee3816547290  a^0的定義就是a和a的乘法反元素作運算，故無法定義0^0，另0^0本身就未定義，故其反元素自然也不存在。 姑且不論這樣的定義合不合理，沒有文獻說明這是不定義的理由。,2.0
回和平使者： 1. 除了地震外，建築物倒塌就只能由「爆破」造成？ 2. 56分鐘不算短時間，而且大樓部分結構早已被時速800公里的客機撞斷。,2.0
你想斷章取義嗎? 我起初那有把法老和蘇丹等同於皇帝? 只有在條目中提到而不是等同。,0.3333333333333333
特殊:diff/47151766。 WP:导言（非共识）：“序言章节在条目中主要有两个作用：介绍条目的主题、概括条目的重点。,2.0
包括条目内的学术成份、遣词造句、翻译精确性、完成度及连贯性等一概与内容有关的要点 。 先就整體架構上來說，目前對於納粹德國海軍的戰略和對戰爭的準備上的衝突並沒有具體的提到。,2.3333333333333335
"在谷歌搜索中，“盐酸”有约24,600,000结果，而“氢氯酸”只有约1,320,000个。 谷歌学术搜索中，“盐酸”有约589,000结果，而“氢氯酸”只有约460个。",3.0
关于生命起源的假说理论，如果说起源于RNA环境，那么RNA环境又是怎么起源的呢？ 化学只能从原子甚至分子层面进行研究，而物理学则能从量子层面进行探索。,2.0
角色介紹主要是為下面介紹故事時服務的，比如故事章節提到Toriel，角色介紹裡就可以說明Toriel是誰、有甚麼背景。 Toriel最後的走向在故事介紹段落說明就可以了。,2.0
在泰國從未見過有「估忒」兩字來稱呼กรุงเทพ / Krung Thep，華人社區只見「泰京」。 在google搜尋後，發現用「估忒」的結果全是複製自維基百科。,2.0
日文的「師團」條目直接連結到英文的Division (Army)，考慮一下要不要把本條目合併到中文的「師」吧。 —以上未簽名的留言是由超限術士（對話 -{|}- 貢獻）加入的。,2.3333333333333335
东方抒情诗：已大幅扩充中国抒情诗，日本部分《万叶集》和《古今和歌集》已补充进条目；西洋抒情诗中的疏漏与错误已经订正；我亦觉得“主条目”设置不妥，已将部分主条目改成参见。 若还有需改进之处敬请提出。,3.0
在下認為這類瀏覽量大及近期編輯多的疫苗條目在移動前應先行討論。 中文混有英文和數字的“COVID‑19疫苗”在外界不會是最常用的，但描述上會較清晰。,3.0
好像建造和海试期间叫001A，但交付海军时的报道中叫做002。 这是美国智库CSIS的报道（链接）。 同时，观察者网报道的交接仪式视频中的背景上写的是002航空母舰（链接）。,2.0
佐证是www.uk.cn，有问题吗？ 请看标题英国驻华使领馆，这个机构的“官方”性阁下想要质疑，只怕工程浩大。 英国殖民和外交一贯政策，是融合各地文化（曾有罗马情结的说法）。,1.0
第一个问题，从营运线路来看，台湾的线路并不属于大陆的营运组织管理，所以不需包含。 当然作为规划线路的话，这是允许的。,2.0
新加坡被歸為「大中華區」是商業作法，因為新加坡流行文化與港台接近，做廣告行銷等都會把新加坡歸為「大中華區」。 這與身分認同無關。,1.6666666666666667
enwiki图片看不清容貌，介绍人物的条目至少要了解其相貌。 难道非要跟随enwiki吗？ 在下认为enwiki的图片最不适合作为条目模板的图片。,0.6666666666666666
跳傘消歧義  有數位用戶及IP用戶，多次在條目加上跳傘為消歧義告示。 我認為這是無聊而且不會為讀者帶來益處的做法，現行的大標題是雨傘革命、雨伞革命，讀者不可能把雨傘運動當作跳傘。 希望有共識決定。,2.3333333333333335
有甚麼好維護？ 叫皇就是正統英國君主，叫王就不是麼？ 在維基，「英王」與「英女王」都重定向至英國君主，代表維基認為兩者是英國君主的正式稱謂。,0.6666666666666666
中文维基百科计划中有关潍坊的条目，现在基本算是空白。 能否先成立一个编辑团队，通过制定一个详细的编辑目录和进度计划，以此来提高效率？ 同时团队还可以组织一些宣传，呼吁更多的人参与编写。,2.6666666666666665
基於兩岸分治的現狀，以及不同的政治立場，閣下想要將中華民國駐XX大使列表單獨立一條目，我表示理解。 但是我認為需要先解決一些問題。,3.0
1918年，中国从南到北多个地区都爆发了疫情。 1918年5月，温州有万余人感染流感。 6月，在广东学校、邮政局雇员中首先发现了流感病人，紧接著，精神病院、神学院等地方也陆续发生流感。,2.0
本作的译名在大陆很混沌，“美国末日”不符合英语语法的规则，作为本游戏的一个延伸话题未尝不可。。。 而且本条目建立之初，还有一个“美国末日”的并行条目在和本条目并存。,2.0
條目中說“偏旁是部首作為左旁或右旁時的稱呼”，即偏旁是部首的一部分。 文中沒有引用，不知道是不是編寫者自己的理解。 從我查到的資料來看，恰恰與此相反，部首應該是偏旁的一部分。,1.6666666666666667
中華人民共和國在相關官方引述只有中國擁有釣魚島主權，請給出中華人民共和國是否有官方宣稱釣島主權屬於中華人民共和國台灣省宜蘭頭城大溪之來源，切勿拆組原文，組裝來源，擴大解讀。 如無來源，不要原創。,1.0
我仍然認為加入「自相矛盾」的提示有其必要。 前段說「有」而後段說「無」非常容易令讀者困擾，客觀結果是令維基條目質素下降，加入此提示正是提醒讀者文章有明顯的矛盾而需注意，並提示其他編輯者核實或補充。,2.3333333333333335
我意思不就是說「要在精簡一點成類似大綱」....你看不懂我表達的意思嗎....我說的跟你說的是同一件事阿 請問有啥問題喔??? 我上面根本沒提及「故事情節」這四個字阿????,0.3333333333333333
回應克勞棣兄：閣下所舉兩者皆不太可能。 第一：小弟查閱各年年鑒，發現只有該年度有記載（莫名其妙）。,1.6666666666666667
個人認為，有關李成桂被擁立之前的高麗歷史，應該放入獨立條目，而不是依附在本條吧？ 畢竟現在我們是寫有關李成桂的百科條目，而不是寫歷史論文。 讀者有興趣的話，讓他們自行查看就可以了。,2.3333333333333335
Richard Humenn是原世贸中心工程师，所以算是一个非常可靠的来源。 他的声明：。 Peter Michael Ketcham是一名前NIST资深研究员，在NIST工作了14年。,2.0
今天他只是被国会指名为首相的继任者，正式接任首相是要天皇正式任命的形式程序的。 但是天皇现在不在东京，在别处拜祭战争亡灵~~好像~~ 要未来两天回到东京任命菅直人才算正式出任首相。,1.3333333333333333
重新整理並精簡內容。 重新將各段需要來源之處增加來源或論文。 合併架構與分類兩章，移動到功能之前，並增加影響短章。,2.6666666666666665
本条目是吴哥窟专条。 吴哥窟是吴哥大小一千余处古迹中的最有名的一个。 请把有关吴哥古迹的内容，或吴哥古迹中某一古迹的内容、照片、或外部链接上传到有关条目。,2.0
1.本条目理应专注在“靖国神社”这一神社本身，而条目中存在过量篇幅的“争议”描写（如内阁总理大臣、日本政要参拜部分）。 另外“靖国神社争议”条目已经存在，其中部分内容与本条目有所重复。,2.0
个城市可以有多家运营商，例如深圳地铁有3家运营公司，却不会拆成3个条目。 以后多间运营商的地铁系统也会越来越常见。 9号线滨海快速运营，并不妨碍本条目命名为天津地铁。,2.3333333333333335
应当已经全部修正，这个讨论对以后在下的条目编撰也是一个指导，感谢。 另外刚才仔细检查英文条目的历史和讨论，发现已于去年 4月撤销FA，之前的疏忽十分抱歉。,3.0
是否能确认刘熙写下的原文为何？ 如果能确认，引用时还改掉自己认为错误的部分，是不严肃不科学不负责任的。 这就如同写“鲁迅曾经说过‘学医能救中国人’”，仅仅因为我们认为“鲁迅说的不对”。,1.6666666666666667
维基百科有潜规则吗？ 我后来又想了想，标题应该和正文一样是可以自由编辑的，只是特殊在必须繁简一致。,2.0
上次评选结束这么快就可以再度参评吗？ 甚至，修复了上次评选提出的问题？ “成人用阿司匹林片剂按标准规格生产，但每个国家的规格有所不同，如英国是300毫克，而美国则是325毫克（5格令）。,0.6666666666666666
【答】您將明鄭納入「東亞朝貢體系」，便是認定明鄭為外藩，哪裡「沒說它是外藩或內藩」。 明鄭的台灣算是內藩還是外藩，要回歸到明鄭自身的認定。,1.3333333333333333
Slitaz词条的引用页面 是Slitaz官方Wiki的一部分，是可以自由使用的。 这个页面的作者是我的朋友，我也曾经开发过这个页面。 现原页面已注明可以自由使用，望解封。,2.0
靈魂是大家都認為存在。 那請問靈魂起源從何而來，不論佛教，伊斯蘭教，基督教，埃及，跟更早之前消失的部落 全都有一個共同點就是靈魂之說。 但我想明白時最早有靈魂之說是那個宗教開始或更早。。,2.6666666666666665
在下明白閣下的編輯內容和原意應是希望條目變得更出色，然而將語言標示模板搬動位置對改進條目其實並無幫助。 回退的版規依據方面，就閣下的行動可能引發起編輯戰這一點，便已經可以回退。,3.3333333333333335
①不要重複連結，年份不需連結。 請參考WP:LINK。 ②日文内容請加上或模板。,2.0
本作品应当由日文翻译而来，我不懂日语，但作为外行来说说。 比如译文的“由复数的画家，作为不同的作品而分别制作而成的”不通顺，（日文原文为複数の作者）。,1.6666666666666667
IMDB评分又少又烂。 对于所谓“在北美播出后受到观众们的欢迎”，我只能呵呵了。 英文和西班牙文维基上堆的奖项大都是国内的奖，而且没有列出各个奖项的参考资料，这就不能说明其受欢迎度。,1.3333333333333333
顯然您的評判標準前後不一。 至少沒有資料表明，烏克蘭軍隊有過任何將前蘇聯根本沒有完工的瓦良格號編入軍隊序列的正式資料，更加談不上從烏克蘭軍隊正式服役或退役以及除役的嚴格定義。,2.3333333333333335
这个数字不知出自何处？ 说法也不是十分通顺。 或许应是加速度达到230个G或承受了相当于自身重量230倍的重力。,2.0
本来“World series”翻译为“世界大赛”就是一个很诡异的翻译。 我看的都是“世界系列赛”，不知道“series”是怎么翻译成“大赛”的。,1.0
我认为拉斯克的评价和PSPACE-HARD之类的内容以其重要性来说，不应该置于开头段。 拉斯克围棋只有1k水准，况且古今中，日等国也有不少关于围棋的名言，比方说“试观一十九道，胜读二十一史”。,1.0
看了你的意见，又在各个语言版本上转了一下，觉得保留这个标题撰写一个关于返回式航天器的条目也是个好主意。 但这样的话这个从英文版直接翻译过来的概述就应该进行修订了，看起来很不妥。,1.6666666666666667
此项赛事的官方中文名称应该是“亚足联冠军联赛”，而不是词条中的“亚洲冠军联赛”。 “亚洲冠军联赛”仅仅是俗称。 而且需要特别提出一点，中文维基百科中没有“亚足联冠军联赛”这一词条。,2.0
已经被永久封禁的原创研究者User:冏长期编辑此条目，目前本条目内文充斥着缺乏参考文献、不合百科全书语气的文字（甚至有很大侵权可能）。 还请各位用户留意、出力编修，我也会关注此条目的变动。,3.3333333333333335
冢宰制国用，必于岁之杪，五谷皆入然后制国用。 用地小大，视年之丰耗。 以三十年之通制国用，量入以为出，祭用数之仂。,3.3333333333333335
如果是世間法，您的建議是合理的。 但佛法是世出世間法，實修實證，唯證乃知，非世間法研究即可證果。 是故，若無實證所作的研究結果又有何意?,2.0
這讓我想起了兩年前去土耳其旅行時的體驗。 土耳其國父凱末爾當年也是學習西方文化的優點，大刀闊斧地進行了許多改革，包括政教分離、宗教自由、提高女權、廢阿拉伯字母新創拉丁化字母等等。,2.3333333333333335
Virchow 一名，在中文文献中，最初是音译作魏尔啸。 这一译名从上个世纪三十年代就有使用，沿用了几十年。,2.0
劇情提要   「參見：名偵探柯南 (動畫)」和劇情提要的內容不一樣。 名偵探柯南 (動畫)應放在名偵探柯南#動畫比較好。,2.3333333333333335
謝謝您的意見，未來有機會能夠提升到特色水平，您提到的這些內容必會編譯在條目內。 謝謝指出文句中的瑕疵，已修改。,4.0
华不臣倭，不得以倭皇为今上。 彼日文言今上者，译之为倭皇或日天皇即可。 春秋之义，别国之君，概以国名冠爵，未有省其国而直称爵者，嫌同鲁君也。,2.0
確定本條目來源完整？ 「初始組織 （1919年5月-1920月3月）」一段幾乎沒有來源，「軍事衝突 （1920年3月-1922年3月）」這段同樣也幾乎沒有來源，故予以反對。,1.3333333333333333
(！)意見：公投没有否决修改国名的提案，赞成是过半数的，但投票率未过半，所以公投无效。 于是马其顿国会决定绕过公投，直接采用修宪方式修改国名，而且已经取得超过2/3议员赞成通过修宪案。,1.3333333333333333
而且，中国统一确实是和大陆内部改革存在重大关系。 因为，法理上，国共两党还处于内战状态并没有签订和平协议。 这种情况下，双方的政治改革就都必然面临巨大的未知数（海峡东岸的蓝绿之争可以说是典型代表）。,2.3333333333333335
我已为表格添加中文名称和简繁公共转换组。 中文名称和元素符号可以并用。,2.0
导论第一自然段第二自然句中的“倦怠不适”“癫痫发作”链接到英文版，其实没必要，可以链接到“倦怠”和“癫痫”。 最后一句中“抵抗力”可以链接到“免疫”。,2.6666666666666665
目前的大公教會條目令人感到荒謬。 宗派一章節應移動至介紹基督教會、基督教宗派的條目中去。,1.3333333333333333
點列的內容以日文為基百科以及《高運量捷運電聯車實務》之排列方式作為藍圖參考，若有覺得不妥還請閣下提供意見。 若將發展史加入條目條目會過於冗長，依照日文維基百科是將轉向架歷史條目獨立。,3.3333333333333335
分類活塞推進的槍枝還有另一種分際，就是以活塞段數做為分類依據，分為長行程活塞與短行程活塞。 長行程活塞是指導管只有一隻，而短行程是指導管不只一隻。 像是AK47就是長行程，T65K2就是短行程了。,2.0
回應：不會啊，我們的玉山內容真的很ok啊，自2004年起始至現在，內容都很正常，為何要問? 到底為何要神來一筆，問一個不需要解釋的問題?,0.6666666666666666
谢谢你的意见。 《译音表》也很好，我以前还真不知道。 如上所述，我在处理外文人名时是区别对待的，大部分还是用的汉译名，只有少数不是十分著名的人物用的西文名。,4.0
大陆几乎没有人用“护甲”来称呼“人体的防弹装甲”。 只是在游戏里见过“护甲”这词。,1.6666666666666667
要求使用“关内十八省”，“中国本部”用来表示其常用的本意 中国本部最常用的意思，一般人知道的意思，是指外国公司在中国的本部，特别是日韩公司中国本部。 因此，中国本部应该用来说明一般人知道的这个意思。,1.6666666666666667
这里可能也有主张rule first 的声音，官僚的通病。 rule只是实现目的的手段、方法。 rule不应该受目的之外的任何因素操纵。,2.0
您好，關於該編輯，我已多次細心提出解釋及證明，但無論解釋再清楚仍遭回退。 該校之英譯為Tamkang，只有台語拼音會將淡江二字拼作Tamkang。,3.0
我不知道是否是簡繁體的問題：預报 = forecast 預警 = early warning。 對我而言，不能提供特定時間或事後警告的方法只能視為預警，而非預報。,2.6666666666666665
“柯枝” → “科钦”：查《中国大百科全书》第二版（2009）“喀拉拉邦”条目，对该城市对译名为“科钦”。 可见此译名在大陆是正式的译名。 另外《世界地名翻译大辞典》对该城市的译名是科钦。,2.3333333333333335
"澳門最遲於17世紀已是Cidade。 回歸前市政廳（市議會）的旗上已有「Cidade do Nome de Deus de Macau, Não há outra mais Leal」字樣。",2.0
我不懂，如果是Google或者Facebook你應該會同意，但是出版社紅連卻不同意？ 我的個人看法認為別的語言該有的條目都應該要有對應連結，沒建是 中文維基不夠完善。,1.0
Huang Sir的建议和我基本一致。 我提出的解决办法就是将“国立中央大学与太学有渊源”的说法放在注释里，而Znzznz坚持要保留“古代南京大学始自吴永安元年”云云，这一点我是不能接受的。,2.3333333333333335
維基準天使-诗琳童:阁下有任何可靠的参考资料证明：“紐約時報忽然對大紀元報紙進行批評，這在媒體界是極其罕見的，同行攻擊行為”吗？ 您能提供“紐約時報作為左媒，報到內容為政治正確服務，脫離真實民意。,2.0
改了最开始几段，发现一些问题：这篇条目是根据英文版的对应条目翻译的。 翻译者的努力有目共睹，但由于翻译能力和相关专业知识水平可能尚有不足，使得此条目在文笔、句式、用词和内容方面都有不少欠缺。,2.0
裡面再爭議這點上有很多資料，但是證明耶穌的資料卻很少。 像是《重審耶穌》這本書提到的幾個觀點我個人認為這也很重要。 另外，也有人提到了，像是方舟子這種非專業人士的意見，我覺得盡量少用才是。,2.6666666666666665
維基百科不是您高談闊論之處。 也不是您的規則才是規則，謝謝。 維基百科是一個有法治的地方。,0.6666666666666666
“约翰·霍普金斯” → “约翰斯·霍普金斯”：“Johns”在《世界人名翻译大辞典》中译为“约翰斯”。 参考消息网亦刊文说明中Johns应该译为“约翰斯”，John才译为“约翰”。,2.0
早前有編者以評論+評論人於其他場合的圖片的方式加入不少多媒體。 雖然圖片未必與條目主題直接相關，但我認為這方案在雙方爭持不下之時算是能兩全其美。,3.0
我不認為就算我們「原創」一個名字就算是原創研究，而現實是claque這個現象在中文圈地區都存在但缺乏一個公認的名字。 就算你舉的「鼓掌x」，它又缺乏來源支持是通用譯名。,1.6666666666666667
這一節先敘清朝遷界及殺鄭芝龍一家，第二段說因為清朝策略的改變，鄭成功遂轉進台灣。 事實上鄭成功出兵台灣在先，數月後清朝才下遷界令、殺芝龍。,1.6666666666666667
中国画出一个九段线，线内岛屿，无论是否发现，是否驻扎，全部归属中国。 九段线就如同苏联臭名昭著的北极方案。 从北极以扇面覆盖苏联的所有岛屿，无论是否发现，全部归属苏联。,2.0
投票为，以下为评分： 近期，10分，完全符合标准。 重大，10分，完全符合标准。 原创，6分，符合标准，主要内容翻译自其他维基百科项目。,2.0
相關的討論，已在討論:明鄭時期頁面中提出，這裡不再全文重複以免浪費資源。 簡單來說，東寧王國是1990年代才出現的新名詞，且並未獲得社會普遍的認同與使用。 「明鄭」則是至今通用的社會習慣用語。,2.3333333333333335
阁下的回应我难以同意。 “良渚文化”中的“文化”当为“考古学上‘文化’则指同 / 某一历史时期的遗迹、遗物的综合体”，词义上近同于“文明”（如“玛雅文明”）。,2.3333333333333335
十多年后才回复你的问题。 原因是源文本中“哈恰圖良”是繁体字，而转换规则中对此没有规定该如何转换。,1.6666666666666667
把智妍改成芝妍，慇晶改成? 晶，李雅琳改成雅琳，柳和榮改成和榮，李智愛改成智愛，楊知元改成知元，Dani改成Dani。,1.6666666666666667
請閣下注意WP:禮儀，避免獨尊己見、貶低他人意見。 在ROC治下又如何？ 日本被同盟國佔領的時候也是處於同盟國治下。,1.6666666666666667
絕大多數聯合國領導人，包括聯合國軍總司令道格拉斯·麥克阿瑟將軍，認為韓戰將在聖誕節前結束。 然而，西方世界不知道中華人民共和國悄悄地介入了這場戰爭。。,2.6666666666666665
不符合优良条目标准。 “2011年，他宣布转移政治权力，结束西藏长期的政教合一的传统。 ”未附来源，亦不符后文相关表述（正文对应章节并未提及此句）。,1.6666666666666667
非常感謝閣下的批評。 但是，閣下可能誤會了維基百科的方針。 Wikipedia:可供查證指出：維基百科內容的門檻，是可供查證，而非真實性。,3.0
其实对基督新教来说，圣餐的饼是什么做的，酒是什么做的，并非很重要。 有些人因为传统，有些人因为要符合当地的风俗或饮食习惯。 比如有些人对酒敏感，就改喝葡萄汁。,2.6666666666666665
我已经把身体力行删点，他现在还是总理，我们不能盖棺论定。 我增加了很多依据和新闻报道，这样相对抑制一下个人偏见。 但每个人自身做不到中立，想要客观评价，必须有双方看法。,2.6666666666666665
条目可以当选。 不过“销量超过1亿”是不是改成“销量过亿”更通顺一点。 文中提到而截至2003年，《吉尼斯世界纪录大全》已经卖出了超过1亿本。,2.0
如果有人能查到《海南师范学院学报（自然科学版）》上盛金公式的证明，希望能在条目中写出来，这样能使读者更加明了。 强调证明也是为了让条目更有科学性和准确性，毕竟一般教科书、百科全书中确实没有盛金公式。,2.6666666666666665
原有中華民國護照改為台灣護照，需要這麼改法嗎? 中華民國護照的確目前還存在，這是現實及事實問題，並且仍然繼續有效使用中，並沒失效問題。 採用中華民國護照可以立即指向維基百科條目，這不是相當便利嗎?,1.0
反對篡改古籍！ 維基應反映事實，但劉熙過去所寫之字，亦為已發生之事實。 若劉熙有誤，應當引用其他人。,1.6666666666666667
大家应该都知道张帅已经宣布退役了。 我觉得是不是应该把张帅从现役球员列表中去除了？ 另外在著名球员列表中加入张帅。,1.6666666666666667
引文裡這段話的根據是什麼? 三民主義何時在中國實行過? 如何影響中國政治至深?,0.0
個人認為反修例運動不只是遊行集會，其實很多事都有關係。 如遊行集會是會讓一些民間活動取消和縮短。 而且同一些政治人物有一定關係，有收錄的需要。,2.0
「日本外務大臣說降伏文書的性質是停戰協定」已有可靠來源支持，就是日本參議院的會議紀錄。 維基百科沒有規定已有可靠來源支持的法律相關事情還必須另外引用國際法的可靠來源才能收錄。,2.3333333333333335
查閱原文   “ 我們讚賞歐洲議會這次投票的結果，因為它現在提供一個公開討論的機會，來為歐洲創建一個平衡、現代的著作權制度。 ” thumb|德國維基人抗議著作權法案的提議。,2.0
大部分内容由在下自英文维基百科翻译而来，User:Onlim亦协助了本条目的翻译。 就目前而言，尽管英文原版还存在Readable的问题，但中文这边经过翻译一道，我个人觉得已经比英文版本更为易读。,2.0
