CATEGORY,word,distance
deference,buenísimo,0.6478146314620972
deference,agradable,0.6475764513015747
deference,bello,0.645060122013092
deference,fantástico,0.6442497372627258
deference,buen,0.6429571509361267
deference,fabuloso,0.641975462436676
deference,espléndido,0.6408356428146362
deference,magnífico,0.6332511305809021
deference,increíble,0.6327847242355347
deference,esplendido,0.6326005458831787
deference,fenomenal,0.6296777129173279
deference,espectacular,0.6254702806472778
deference,interesante,0.6245660781860352
deference,impresionante,0.6243695616722107
deference,perfecto,0.6208211779594421
deference,frio,0.6193590760231018
deference,buena,0.6183168292045593
deference,muy,0.6164999604225159
deference,sensacional,0.6089127063751221
deference,delicioso,0.6081445217132568
deference,bellísimo,0.6077319383621216
deference,magnifico,0.6068975329399109
deference,reconfortante,0.6058826446533203
deference,maravillosamente,0.6057506203651428
deference,expectacular,0.6041191816329956
deference,mejor,0.6014505624771118
deference,estupenda,0.6005737781524658
deference,frió,0.59718257188797
deference,precioso,0.5971276164054871
deference,cálido,0.5962840914726257
deference,cómodo,0.5955535173416138
deference,excelentemente,0.5952169299125671
deference,bastante,0.5904605388641357
deference,exquisito,0.5902245044708252
deference,lindísimo,0.5895535945892334
deference,reconfortable,0.5861514210700989
deference,cierto,0.5860422849655151
deference,calientito,0.5860148072242737
deference,grandioso,0.5835074782371521
deference,caloroso,0.5834442973136902
deference,raro,0.5829982161521912
deference,feo,0.5829969048500061
deference,increible,0.5822100639343262
deference,formidable,0.582137405872345
deference,fresco,0.5817726850509644
deference,bién,0.580540120601654
deference,delicadito,0.5799641609191895
deference,malo,0.5792344212532043
deference,divertido,0.5764455199241638
deference,mal,0.5755844712257385
deference,impecable,0.5753626823425293
deference,complicadito,0.5735395550727844
deference,buenísima,0.5727059245109558
deference,admirable,0.5723072290420532
deference,caluroso,0.5717320442199707
deference,horrible,0.5713803768157959
deference,fresquito,0.5710850954055786
deference,buenisimo,0.5700647234916687
deference,explendido,0.5692262649536133
deference,confortante,0.5687620639801025
deference,maravilla,0.567719578742981
deference,extraño,0.5671347975730896
deference,sabroso,0.5668099522590637
deference,tremendo,0.566619336605072
deference,excepcional,0.5664620995521545
deference,templadito,0.5656218528747559
deference,intenso,0.5653970241546631
deference,lindisimo,0.5650491714477539
deference,grato,0.5645513534545898
deference,hermosísimo,0.5627919435501099
deference,fresquísimo,0.562711775302887
deference,sorprendente,0.5625110864639282
deference,emocionante,0.5624349117279053
deference,horroroso,0.5624324679374695
deference,curioso,0.561751663684845
deference,impresionantemente,0.5614930987358093
deference,bonita,0.5614034533500671
deference,excelnte,0.5612607002258301
deference,bellisimo,0.5611356496810913
deference,así,0.5591177344322205
deference,gusto,0.5573937296867371
deference,gracioso,0.5571082830429077
deference,envidiablemente,0.5558839440345764
deference,apetecible,0.5544915199279785
deference,linda,0.5544004440307617
deference,agradabilísimo,0.5542171001434326
deference,buenísmo,0.5540503859519958
deference,agradabe,0.5539304614067078
deference,fantastico,0.5539053082466125
deference,maraviloso,0.5538279414176941
direct_question,qué,1.0
direct_question,dónde,1.0
direct_question,oms,1.0
direct_question,cuando,1.0
direct_question,cómo,1.0
direct_question,cuando,0.7967959642410278
direct_question,cuándo,0.7809082865715027
direct_question,qué,0.7705729007720947
direct_question,adónde,0.7662755846977234
direct_question,cómo,0.76619952917099
direct_question,cuál,0.7493646144866943
direct_question,porqué,0.7438954710960388
direct_question,dónde,0.7332311868667603
direct_question,qué,0.7263488173484802
direct_question,cómo,0.7226154208183289
direct_question,qué,0.7226153612136841
direct_question,cuándo,0.7183099389076233
direct_question,cuándo,0.7154998183250427
direct_question,quién,0.7089431285858154
direct_question,porqué,0.6533684134483337
direct_question,cuál,0.6329495310783386
direct_question,quién,0.6092051863670349
direct_question,cuáles,0.6044074892997742
direct_question,cuánto,0.5923610329627991
direct_question,cuánta,0.5700008273124695
direct_question,cómose,0.568835437297821
direct_question,cúando,0.5671025514602661
direct_question,quiénes,0.5648490190505981
direct_question,ycómo,0.5589103102684021
direct_question,adónde,0.5527475476264954
direct_question,cuántos,0.5525170564651489
direct_question,saber,0.535493791103363
direct_question,diantres,0.5353690981864929
direct_question,donde,0.5348904728889465
direct_question,que,0.5343256592750549
direct_question,oms,0.5325032472610474
direct_question,diantre,0.5248192548751831
direct_question,cúal,0.523375391960144
direct_question,cuándos,0.5220116376876831
direct_question,cuántas,0.5165846347808838
direct_question,decómo,0.5111348628997803
direct_question,sabe,0.5059702396392822
direct_start,entonces,1.0
direct_start,y,1.0
direct_start,pero,1.0
direct_start,o,1.0
direct_start,aunque,0.8429962992668152
direct_start,porque,0.7968745827674866
direct_start,pero,0.7965427041053772
direct_start,pues,0.7735537886619568
direct_start,ahora,0.734578549861908
direct_start,ahora,0.734578549861908
direct_start,auqnue,0.7220730185508728
direct_start,entoces,0.7038251161575317
direct_start,entoces,0.7038251161575317
direct_start,no,0.5964949727058411
direct_start,ni,0.5958799719810486
direct_start,es,0.5851262807846069
direct_start,si,0.576578676700592
direct_start,sé,0.5686092376708984
direct_start,ya,0.5575405359268188
direct_start,pero,0.5265236496925354
direct_start,"o,",0.5208117961883545
direct_start,va,0.5185109376907349
direct_start,he,0.515246570110321
direct_start,pq,0.5096408724784851
direct_start,ay,0.5036754012107849
emergency,rn,1.0
emergency,inmediatamente,1.0
emergency,apresúrate,1.0
emergency,rn,0.9586977362632751
emergency,apresúrate,0.8566309213638306
emergency,apúrate,0.7108864188194275
emergency,inmediato,0.7024396061897278
emergency,inmediato,0.7024396061897278
emergency,eb,0.6181750893592834
emergency,rl,0.6166431307792664
emergency,lz,0.5996131300926208
emergency,"r,",0.5966681838035583
emergency,enj,0.5913646221160889
emergency,uj,0.5874935388565063
emergency,tj,0.5785903334617615
emergency,ij,0.5691343545913696
emergency,lj,0.566312849521637
emergency,ee,0.5637633800506592
emergency,wr,0.5633205771446228
emergency,pn,0.5627033710479736
emergency,tl,0.561904788017273
emergency,rz,0.5584410429000854
emergency,fj,0.5559858679771423
emergency,rq,0.5532143115997314
emergency,rb,0.5530714988708496
emergency,lr,0.5522722601890564
emergency,eil,0.5508208870887756
emergency,qj,0.5506992340087891
emergency,iy,0.5499025583267212
emergency,jx,0.5495045781135559
emergency,jy,0.5489704012870789
emergency,oll,0.5474337935447693
emergency,rt,0.5471558570861816
emergency,xh,0.5468526482582092
emergency,gj,0.5465686917304993
emergency,uo,0.5465281009674072
emergency,rj,0.5462564826011658
emergency,íi,0.546164870262146
emergency,ií,0.5461484789848328
emergency,rk,0.5457687377929688
emergency,gn,0.5453694462776184
emergency,6n,0.5446076989173889
emergency,yl,0.544284462928772
emergency,jn,0.5437938570976257
emergency,yt,0.5430282354354858
emergency,ti,0.5423256158828735
emergency,eo,0.5422838926315308
emergency,gy,0.5409805178642273
emergency,ci,0.5403362512588501
emergency,i0,0.5401811599731445
emergency,nz,0.5400131344795227
emergency,ffi,0.5399606227874756
emergency,ny,0.5396467447280884
emergency,cii,0.5395865440368652
emergency,jh,0.5391002893447876
emergency,xb,0.5383974313735962
emergency,lq,0.5383257865905762
emergency,au,0.5374414920806885
emergency,po,0.5374319553375244
emergency,u0,0.5372812151908875
emergency,aen,0.5371931195259094
emergency,nq,0.5370737314224243
emergency,fi,0.536917507648468
emergency,unc,0.5357707738876343
emergency,ar,0.534442126750946
emergency,li,0.5342851877212524
emergency,lie,0.5340403914451599
emergency,cu,0.5339916944503784
emergency,rr,0.5334910154342651
emergency,ln,0.533431351184845
emergency,elt,0.5332874059677124
emergency,1i,0.5326132774353027
emergency,iá,0.5322547554969788
emergency,zs,0.5321832299232483
emergency,qh,0.5320399403572083
emergency,at,0.5316354036331177
emergency,oj,0.5315758585929871
emergency,dz,0.5308244824409485
emergency,ai,0.5297355651855469
emergency,cj,0.5296674966812134
emergency,1j,0.5295519232749939
emergency,rni,0.529537558555603
emergency,ry,0.5283895134925842
emergency,ed,0.5282542705535889
emergency,hav,0.5279162526130676
emergency,di,0.5274704098701477
emergency,ia,0.5269129276275635
emergency,zn,0.526549756526947
emergency,aj,0.5265134572982788
emergency,ior,0.5259284377098083
emergency,zc,0.5256708860397339
emergency,sohre,0.5256631970405579
emergency,ea,0.5256337523460388
emergency,io,0.524958610534668
emergency,íl,0.5249199867248535
emergency,ui,0.5248972177505493
emergency,ba,0.5248664021492004
emergency,ro,0.5246778130531311
emergency,ız,0.5246625542640686
emergency,0t,0.5242280960083008
emergency,ct,0.524168848991394
emergency,zg,0.5241424441337585
factuality,honestamente,1.0
factuality,seguramente,1.0
factuality,probablemente,0.850930392742157
factuality,seguramente,0.8446366190910339
factuality,honestamente,0.833791196346283
factuality,seguramente,0.8161299228668213
factuality,posiblemente,0.7959346175193787
factuality,supongo,0.7799975872039795
factuality,quizás,0.7575722932815552
factuality,probablemente,0.7407055497169495
factuality,sinceramente,0.7239163517951965
factuality,creo,0.7231172919273376
factuality,obviamente,0.7160756587982178
factuality,quizás,0.6952795386314392
factuality,supongo,0.6880549192428589
factuality,posiblemente,0.6829220652580261
factuality,quizá,0.6750673651695251
factuality,pero,0.6730741262435913
factuality,ciertamente,0.6677833199501038
factuality,imagino,0.6626953482627869
factuality,evidentemente,0.6604528427124023
factuality,porque,0.6543063521385193
factuality,dudo,0.6532441973686218
factuality,indudablemente,0.6514714956283569
factuality,realmente,0.6429397463798523
factuality,aunque,0.6264896988868713
factuality,sospecho,0.6241726279258728
factuality,lamentablemente,0.6196264028549194
factuality,talvez,0.6156609058380127
factuality,eso,0.6089121699333191
factuality,nunca,0.6081888675689697
factuality,sabiendo,0.6064356565475464
factuality,intuyo,0.6022667288780212
factuality,pienso,0.6008830070495605
factuality,obvio,0.5994178056716919
factuality,temo,0.5970153212547302
factuality,que,0.5933625102043152
factuality,digo,0.5894042253494263
factuality,créeme,0.5892657041549683
factuality,dificilmente,0.5888100266456604
factuality,así,0.5880265831947327
factuality,aseguro,0.5852450728416443
factuality,pues,0.5849136114120483
factuality,efectivamente,0.5843036770820618
factuality,pensará,0.5836538076400757
factuality,difícilmente,0.5785470604896545
factuality,sencillamente,0.5783215761184692
factuality,créanme,0.5776810050010681
factuality,insisto,0.5772637128829956
factuality,lógicamente,0.5772185325622559
factuality,digamos,0.5759124159812927
factuality,siempre,0.5743647217750549
factuality,quizas,0.574195384979248
factuality,repito,0.5735573172569275
factuality,presupongo,0.572680652141571
factuality,naturalmente,0.5722964406013489
factuality,creeme,0.569672703742981
factuality,considero,0.5681785941123962
factuality,aun,0.5672576427459717
factuality,tampoco,0.5652880668640137
factuality,diría,0.5652003884315491
factuality,segúramente,0.5639194250106812
factuality,quiza,0.5629338026046753
factuality,simplemente,0.5624380707740784
factuality,honesta,0.56124347448349
factuality,crees,0.5608564019203186
factuality,seguro,0.5596085786819458
factuality,francamente,0.5591075420379639
factuality,pensando,0.5568875074386597
factuality,desafortunadamente,0.5559830665588379
factuality,desgraciadamente,0.5556220412254333
factuality,asumo,0.5546782612800598
factuality,acaso,0.5542863011360168
factuality,pregunto,0.5529362559318542
factuality,bueno,0.5525422096252441
factuality,también,0.5521003603935242
factuality,pensaría,0.5473705530166626
factuality,dirá,0.5469657778739929
factuality,no,0.5464620590209961
factuality,garantizo,0.5459439754486084
factuality,verdaderamente,0.545356273651123
factuality,jamás,0.544946014881134
factuality,talvés,0.5448704361915588
factuality,confío,0.5448015332221985
factuality,admito,0.5441997051239014
factuality,convencido,0.5440298318862915
factuality,pensándolo,0.5416163206100464
factuality,sabrá,0.541329562664032
factuality,seguramnete,0.5411085486412048
factuality,créame,0.5405162572860718
factuality,pensarán,0.5403990149497986
factuality,justamente,0.5396094918251038
factuality,solamente,0.5394382476806641
factuality,probablemnte,0.5375245809555054
factuality,pensarás,0.536807656288147
factuality,honradamente,0.5362508893013
factuality,estimo,0.5361999869346619
factuality,opino,0.5360289216041565
factuality,suponiendo,0.5352062582969666
factuality,probable,0.5348742008209229
factuality,honesto,0.5346873998641968
factuality,auqnue,0.5326318144798279
factuality,creería,0.5324171781539917
factuality,afortunadamente,0.5319162011146545
factuality,algo,0.5318625569343567
factuality,personalmente,0.5311975479125977
factuality,respetablemente,0.5310377478599548
first_person_plural,nosotros,1.0
first_person_plural,nuestro,1.0
first_person_plural,nuestro,0.9600099921226501
first_person_plural,nuesto,0.8533478379249573
first_person_plural,nuesto,0.8533478379249573
first_person_plural,nuesto,0.8108454346656799
first_person_plural,nosostros,0.8094159364700317
first_person_plural,nuetro,0.7882567048072815
first_person_plural,nuetro,0.7882567048072815
first_person_plural,nuetro,0.7571381330490112
first_person_plural,nostros,0.7512191534042358
first_person_plural,nustro,0.7453707456588745
first_person_plural,nustro,0.7453707456588745
first_person_plural,nosotros,0.7224264740943909
first_person_plural,nustro,0.7142500281333923
first_person_plural,nuesro,0.7130475044250488
first_person_plural,nuesro,0.7130475044250488
first_person_plural,nuesro,0.7113355398178101
first_person_plural,nuestra,0.708966076374054
first_person_plural,nuestro,0.7086246013641357
first_person_plural,nuestro,0.7086246013641357
first_person_plural,nosotros,0.7004182934761047
first_person_plural,nuetsro,0.689780592918396
first_person_plural,nuestor,0.6502636671066284
first_person_plural,neustro,0.6478157043457031
first_person_plural,denuestro,0.6378913521766663
first_person_plural,ennuestro,0.6325299739837646
first_person_plural,anuestro,0.6248194575309753
first_person_plural,nuesta,0.6205450296401978
first_person_plural,nosostros,0.6202622056007385
first_person_plural,nuestros,0.616474986076355
first_person_plural,nostros,0.5852517485618591
first_person_plural,vuestro,0.5759124159812927
first_person_plural,tenemos,0.5730476975440979
first_person_plural,propio,0.5726042985916138
first_person_plural,nuetra,0.5655304789543152
first_person_plural,nuestras,0.5568206906318665
first_person_plural,nosotro,0.5553646683692932
first_person_plural,reconocemos,0.5541096925735474
first_person_plural,este,0.5519090890884399
first_person_plural,hacemos,0.5462931394577026
first_person_plural,magnificamos,0.5448969006538391
first_person_plural,moramos,0.5446729063987732
first_person_plural,nuestar,0.5426294207572937
first_person_plural,ese,0.5403764843940735
first_person_plural,ennuestra,0.5356364846229553
first_person_plural,creamos,0.5352714657783508
first_person_plural,uestro,0.5338945984840393
first_person_plural,nuest,0.5308383703231812
first_person_plural,replicamos,0.5283538103103638
first_person_plural,atentamos,0.5281376242637634
first_person_plural,creemos,0.5278187990188599
first_person_plural,podamos,0.5273016691207886
first_person_plural,nuetsra,0.5270742177963257
first_person_plural,alinearnos,0.5263310074806213
first_person_plural,mundo,0.525566816329956
first_person_plural,alegremos,0.5245355367660522
first_person_plural,trascendemos,0.5234925150871277
first_person_plural,tratamos,0.5223254561424255
first_person_plural,olvidamos,0.5220628976821899
first_person_plural,condicionamos,0.5213786363601685
first_person_plural,queremos,0.5203148722648621
first_person_plural,ennuestros,0.5202639698982239
first_person_plural,afectamos,0.520193874835968
first_person_plural,degradamos,0.5180385112762451
first_person_plural,confiamos,0.5179519057273865
first_person_plural,sabemos,0.5174328684806824
first_person_plural,nuestroa,0.5171170234680176
first_person_plural,nosotrosmismos,0.5166330337524414
first_person_plural,perpetuamos,0.5164021849632263
first_person_plural,mismo,0.5159956812858582
first_person_plural,orientemos,0.5156171917915344
first_person_plural,afianzamos,0.514546811580658
first_person_plural,nuestos,0.5143124461174011
first_person_plural,nustros,0.513990044593811
first_person_plural,llevamos,0.5139768123626709
first_person_plural,apartarnos,0.5125007033348083
first_person_plural,sintonizarnos,0.5123814344406128
first_person_plural,conectándonos,0.5120764374732971
first_person_plural,nustra,0.5110129714012146
first_person_plural,formamos,0.510490357875824
first_person_plural,somos,0.5097372531890869
first_person_plural,labramos,0.5091244578361511
first_person_plural,retornemos,0.5088074803352356
first_person_plural,dolemos,0.5088004469871521
first_person_plural,apartándonos,0.5087074637413025
first_person_plural,necesitamos,0.5085221529006958
first_person_plural,experimentamos,0.5083544850349426
first_person_plural,ocupamos,0.5083224773406982
first_person_plural,encontrarnos,0.5082234740257263
first_person_plural,queridísimo,0.5081847310066223
first_person_plural,podemos,0.5081217885017395
first_person_plural,decimos,0.5080291628837585
first_person_plural,materializamos,0.5074276924133301
first_person_plural,proyectemos,0.5068680644035339
first_person_plural,honrarnos,0.5067227482795715
first_person_plural,sepamos,0.5066838264465332
first_person_plural,consolidamos,0.5066311359405518
first_person_plural,concemos,0.5064812898635864
first_person_plural,rehacemos,0.5063078999519348
first_person_plural,estamos,0.5061113238334656
first_person_plural,afianzarnos,0.5060192942619324
first_person_plural,hagamos,0.5060020685195923
first_person_plural,preciamos,0.5058455467224121
first_person_plural,dañemos,0.5055571794509888
first_person_plural,preservamos,0.5053788423538208
first_person_plural,quisiéramos,0.5053704380989075
first_person_plural,dependemos,0.5051892995834351
first_person_plural,acordándonos,0.5048673748970032
first_person_plural,dimensionamos,0.5042308568954468
first_person_plural,alteramos,0.504167377948761
first_person_plural,honraremos,0.5041176080703735
first_person_plural,reafirmamos,0.5040432214736938
first_person_plural,desatendemos,0.5035625100135803
first_person_plural,confíamos,0.503149151802063
first_person_singular,i,1.0
first_person_singular,mi,1.0
first_person_singular,mío,1.0
first_person_singular,mi,0.8206036686897278
first_person_singular,mi,0.7860766053199768
first_person_singular,tuyo,0.7737669348716736
first_person_singular,mio,0.7624472975730896
first_person_singular,tu,0.7225099802017212
first_person_singular,ii,0.7060784101486206
first_person_singular,ymi,0.6024225354194641
first_person_singular,mmi,0.594631552696228
first_person_singular,mí,0.5737845301628113
first_person_singular,oh,0.5629438757896423
first_person_singular,yo,0.5607896447181702
first_person_singular,yp,0.5594626069068909
first_person_singular,iá,0.5586693286895752
first_person_singular,esmi,0.5583289265632629
first_person_singular,ay,0.5574414134025574
first_person_singular,tu,0.5545778870582581
first_person_singular,dmi,0.5545453429222107
first_person_singular,uyo,0.5539945363998413
first_person_singular,my,0.5539179444313049
first_person_singular,cy,0.5481212139129639
first_person_singular,mió,0.5477781295776367
first_person_singular,sí,0.5449548959732056
first_person_singular,"n,",0.5427159667015076
first_person_singular,uj,0.5371568202972412
first_person_singular,op,0.5366793274879456
first_person_singular,me,0.5325989723205566
first_person_singular,su,0.5295455455780029
first_person_singular,"e,",0.5281686782836914
first_person_singular,yl,0.5279032588005066
first_person_singular,ií,0.5270074605941772
first_person_singular,íl,0.5267038345336914
first_person_singular,hi,0.525835394859314
first_person_singular,pmi,0.5245313048362732
first_person_singular,jo,0.5244150161743164
first_person_singular,iy,0.5239773392677307
first_person_singular,ti,0.5234503746032715
first_person_singular,rni,0.5232752561569214
first_person_singular,io,0.5222082734107971
first_person_singular,he,0.5214746594429016
first_person_singular,"r,",0.5209753513336182
first_person_singular,aré,0.5197746157646179
first_person_singular,dje,0.516808807849884
first_person_singular,no,0.5156971216201782
first_person_singular,i0,0.5156495571136475
first_person_singular,lq,0.5151668190956116
first_person_singular,nq,0.5144432783126831
first_person_singular,de,0.514305830001831
first_person_singular,yx,0.5138275027275085
first_person_singular,miá,0.5127032995223999
first_person_singular,íi,0.5111605525016785
first_person_singular,tb,0.5105128288269043
first_person_singular,oa,0.5103395581245422
first_person_singular,tq,0.5100969076156616
first_person_singular,qj,0.5096670985221863
first_person_singular,lw,0.5091643333435059
first_person_singular,mio,0.5085992217063904
first_person_singular,1i,0.5073015689849854
first_person_singular,ah,0.5072835683822632
first_person_singular,sü,0.506743311882019
first_person_singular,ea,0.5064340233802795
first_person_singular,enmi,0.5064164996147156
first_person_singular,ié,0.5059377551078796
first_person_singular,yh,0.5053627490997314
first_person_singular,mío,0.5046061277389526
first_person_singular,sú,0.5033558011054993
first_person_singular,ii,0.5024045705795288
first_person_singular,sé,0.5014037489891052
first_person_singular,vi,0.5008635520935059
first_person_start,i,1.0
first_person_start,mi,1.0
first_person_start,mío,1.0
first_person_start,mi,0.8206036686897278
first_person_start,mi,0.7860766053199768
first_person_start,tuyo,0.7737669348716736
first_person_start,mio,0.7624472975730896
first_person_start,tu,0.7225099802017212
first_person_start,ii,0.7060784101486206
first_person_start,ymi,0.6024225354194641
first_person_start,mmi,0.594631552696228
first_person_start,mí,0.5737845301628113
first_person_start,oh,0.5629438757896423
first_person_start,yo,0.5607896447181702
first_person_start,yp,0.5594626069068909
first_person_start,iá,0.5586693286895752
first_person_start,esmi,0.5583289265632629
first_person_start,ay,0.5574414134025574
first_person_start,tu,0.5545778870582581
first_person_start,dmi,0.5545453429222107
first_person_start,uyo,0.5539945363998413
first_person_start,my,0.5539179444313049
first_person_start,cy,0.5481212139129639
first_person_start,mió,0.5477781295776367
first_person_start,sí,0.5449548959732056
first_person_start,"n,",0.5427159667015076
first_person_start,uj,0.5371568202972412
first_person_start,op,0.5366793274879456
first_person_start,me,0.5325989723205566
first_person_start,su,0.5295455455780029
first_person_start,"e,",0.5281686782836914
first_person_start,yl,0.5279032588005066
first_person_start,ií,0.5270074605941772
first_person_start,íl,0.5267038345336914
first_person_start,hi,0.525835394859314
first_person_start,pmi,0.5245313048362732
first_person_start,jo,0.5244150161743164
first_person_start,iy,0.5239773392677307
first_person_start,ti,0.5234503746032715
first_person_start,rni,0.5232752561569214
first_person_start,io,0.5222082734107971
first_person_start,he,0.5214746594429016
first_person_start,"r,",0.5209753513336182
first_person_start,aré,0.5197746157646179
first_person_start,dje,0.516808807849884
first_person_start,no,0.5156971216201782
first_person_start,i0,0.5156495571136475
first_person_start,lq,0.5151668190956116
first_person_start,nq,0.5144432783126831
first_person_start,de,0.514305830001831
first_person_start,yx,0.5138275027275085
first_person_start,miá,0.5127032995223999
first_person_start,íi,0.5111605525016785
first_person_start,tb,0.5105128288269043
first_person_start,oa,0.5103395581245422
first_person_start,tq,0.5100969076156616
first_person_start,qj,0.5096670985221863
first_person_start,lw,0.5091643333435059
first_person_start,mio,0.5085992217063904
first_person_start,1i,0.5073015689849854
first_person_start,ah,0.5072835683822632
first_person_start,sü,0.506743311882019
first_person_start,ea,0.5064340233802795
first_person_start,enmi,0.5064164996147156
first_person_start,ié,0.5059377551078796
first_person_start,yh,0.5053627490997314
first_person_start,mío,0.5046061277389526
first_person_start,sú,0.5033558011054993
first_person_start,ii,0.5024045705795288
first_person_start,sé,0.5014037489891052
first_person_start,vi,0.5008635520935059
gratitude,gracias,1.0000001192092896
gratitude,gracias,1.0
gratitude,gracias,0.8135449886322021
gratitude,gracias,0.8135449886322021
gratitude,gracias,0.8135449886322021
gratitude,gracias,0.8135449886322021
gratitude,agracias,0.7321932911872864
gratitude,agracias,0.7321932911872864
gratitude,agracias,0.7321932911872864
gratitude,agracias,0.7321932911872864
gratitude,agracias,0.7321931719779968
gratitude,garcias,0.7296265959739685
gratitude,garcias,0.7296265363693237
gratitude,garcias,0.7296265363693237
gratitude,garcias,0.7296265363693237
gratitude,garcias,0.7296265363693237
gratitude,gracais,0.7166518568992615
gratitude,gracais,0.7166518568992615
gratitude,gracais,0.7166518568992615
gratitude,gracais,0.7166518568992615
gratitude,gracais,0.7166516184806824
gratitude,gacias,0.7127342820167542
gratitude,gacias,0.7127342820167542
gratitude,gacias,0.7127342820167542
gratitude,gacias,0.7127342820167542
gratitude,gacias,0.7127342224121094
gratitude,grácias,0.7096309065818787
gratitude,grcias,0.6974037885665894
gratitude,muchisimas,0.6882086396217346
gratitude,muchísimas,0.6854997277259827
gratitude,garacias,0.6813752055168152
gratitude,graacias,0.670283317565918
gratitude,graciasa,0.6627944707870483
gratitude,gracas,0.661728024482727
gratitude,gracías,0.6590542197227478
gratitude,todo,0.6586235165596008
gratitude,el,0.6539602279663086
gratitude,graicas,0.6537458896636963
gratitude,graaacias,0.6519032716751099
gratitude,gracis,0.6517887711524963
gratitude,todos,0.6513858437538147
gratitude,muchas,0.6503199934959412
gratitude,cosas,0.6468671560287476
gratitude,racias,0.6468260884284973
gratitude,muchisímas,0.6448416709899902
gratitude,ello,0.642364501953125
gratitude,ejemplo,0.6413652896881104
gratitude,graciassssss,0.6393977999687195
gratitude,ahora,0.6378166079521179
gratitude,eso,0.6377877593040466
gratitude,graciasss,0.6375201344490051
gratitude,apoyo,0.6363284587860107
gratitude,completo,0.6352654695510864
gratitude,graciassss,0.6345931887626648
gratitude,veces,0.6342408061027527
gratitude,graciaspor,0.633352518081665
gratitude,nuevo,0.6327351331710815
gratitude,mejor,0.631200909614563
gratitude,experiencia,0.6309787034988403
gratitude,graciass,0.6294857263565063
gratitude,graciasssss,0.6277895569801331
gratitude,muchisisimas,0.6265312433242798
gratitude,muchísmas,0.6259040832519531
gratitude,graciasssssss,0.6249700784683228
gratitude,comentario,0.6244444251060486
gratitude,nada,0.623885452747345
gratitude,momento,0.6235560178756714
gratitude,entonces,0.6234500408172607
gratitude,parece,0.6233519315719604
gratitude,aquí,0.6233377456665039
gratitude,compartir,0.623225212097168
gratitude,ayuda,0.6231695413589478
gratitude,todas,0.6229826807975769
gratitude,verdad,0.6229736804962158
gratitude,graaaacias,0.6229224801063538
gratitude,anterior,0.6228907108306885
gratitude,dudas,0.6221863627433777
gratitude,también,0.6216686964035034
gratitude,respecto,0.621086835861206
gratitude,esto,0.6205703020095825
gratitude,hoy,0.6193881034851074
gratitude,supuesto,0.6192748546600342
gratitude,ya,0.6190367341041565
gratitude,",gracias",0.618926465511322
gratitude,agradezco,0.61827152967453
gratitude,cierto,0.6179155111312866
gratitude,es,0.6173083782196045
gratitude,importante,0.6171718239784241
gratitude,mano,0.6170662045478821
gratitude,parte,0.6164454221725464
gratitude,bien,0.6157973408699036
gratitude,tiempo,0.6152763962745667
gratitude,muchiiisimas,0.6152469515800476
gratitude,más,0.6137202382087708
gratitude,problema,0.6133331060409546
