CATEGORY,word
hedge,なんとなく
hedge,ので
hedge,ひょっとすると
hedge,ほとんど
hedge,ほぼ
hedge,まあ
hedge,また
hedge,まったく
hedge,みせ
hedge,みせる
hedge,もしかすると
hedge,やはり
hedge,やや
hedge,ジャッジ
hedge,ミーティング
hedge,一部
hedge,上下
hedge,不可欠
hedge,全く
hedge,出来
hedge,出来る
hedge,可能
hedge,問いかけ
hedge,多くの
hedge,多分
hedge,多少
hedge,多数
hedge,大体
hedge,大半
hedge,大多数
hedge,大概
hedge,尋ね
hedge,少々
hedge,少し
hedge,少しだけ
hedge,少ない
hedge,少数
hedge,少量
hedge,幾分
hedge,必用
hedge,必要
hedge,恐らく
hedge,意志
hedge,意思
hedge,推察
hedge,推測
hedge,極力
hedge,殆ど
hedge,確か
hedge,確認
hedge,答え
hedge,答える
hedge,若干
hedge,行える
hedge,要る
hedge,見せ
hedge,見せる
hedge,見積もり
indirect_btw,いう
indirect_btw,えーと
indirect_btw,けれど
indirect_btw,けれども
indirect_btw,さて
indirect_btw,しかし
indirect_btw,そもそも
indirect_btw,それから
indirect_btw,それで
indirect_btw,それと
indirect_btw,それなら
indirect_btw,それにしても
indirect_btw,そんな
indirect_btw,たしかに
indirect_btw,だから
indirect_btw,ちなみに
indirect_btw,つまり
indirect_btw,つまるところ
indirect_btw,というのも
indirect_btw,ところで
indirect_btw,なぜなら
indirect_btw,ゃってください
indirect_btw,やはり
indirect_btw,ようするに
indirect_btw,よって
indirect_btw,わけ
indirect_btw,云う
indirect_btw,何故
indirect_btw,因みに
indirect_btw,実は
indirect_btw,当然
indirect_btw,思う
indirect_btw,正しい
indirect_btw,正しかっ
indirect_btw,正しく
indirect_btw,無論
indirect_btw,確か
indirect_btw,要するに
indirect_btw,要は
indirect_btw,言う
indirect_btw,言っ
indirect_btw,間違っ
please,お願い
please,お願いします
please,どうか
please,ヘルプ
please,手伝って
please,聞い
please,聞か
please,聞き
please,聞く
please,聞け
please,聞こ
please,頼む
praise,いい
praise,かっこいい
praise,かわいい
praise,きれい
praise,すごい
praise,すばらしい
praise,ですね
praise,どうぞ
praise,よい
praise,よろしく
praise,カワイイ
praise,シャープ
praise,ドライ
praise,上手
praise,優れた
praise,可愛い
praise,嬉しい
praise,強力
praise,強大
praise,悪い
praise,感動的
praise,最高
praise,牛
praise,立派な
praise,素敵
praise,素敵な
praise,素晴らしい
praise,素晴らしく
praise,綺麗
praise,美しい
praise,美しく
praise,良い
praise,良かっ
praise,良く
praise,驚くべき
promise,右
promise,右側
promise,左上
promise,左下
promise,左側
promise,必ず
promise,決定的
promise,確かに
promise,確実に
promise,確認
promise,絶対
promise,絶対に
promise,間違いなく
second_person,あなた
second_person,貴方
taboo,あほ
taboo,いじめる
taboo,いたずら
taboo,うざい
taboo,うるさい
taboo,きえろ
taboo,くそくらえ
taboo,くそったれ
taboo,くたばれ
taboo,ぐうたら
taboo,このやろう
taboo,さわぐ
taboo,ざけんな
taboo,しにおちろ
taboo,しね
taboo,しんじまえ
taboo,だまれ
taboo,だめだこいつ
taboo,ちくしょう
taboo,てめえ
taboo,でぶ
taboo,どけ
taboo,ぬけめ
taboo,はげ
taboo,はずかしい
taboo,ひどい
taboo,ふざけるな
taboo,ふざけんな
taboo,ぶさいく
taboo,ぶす
taboo,へたくそ
taboo,ぼけ
taboo,まぬけ
taboo,アホ
taboo,カメ
taboo,キズ
taboo,ディック
taboo,ハイブリッド
taboo,バカ
taboo,プー
taboo,ムダ
taboo,両親
taboo,人生
taboo,売春
taboo,尿
taboo,息子
taboo,悲しみ
taboo,愚か
taboo,戻っ
taboo,戻り
taboo,戻る
taboo,戻ろ
taboo,所有
taboo,拷問
taboo,死な
taboo,死ぬ
taboo,死ん
taboo,母親
taboo,無意味
taboo,父親
taboo,皮肉
taboo,肥料
taboo,詐欺
taboo,馬鹿
taboo,魂
taboo, あほ
taboo, いじめる
taboo, いたずら
taboo, うざい
taboo, うるさい
taboo, きえろ
taboo, くそくらえ
taboo, くそったれ
taboo, くたばれ
taboo, ぐうたら
taboo, このやろう
taboo, さわぐ
taboo, ざけんな
taboo, しにおちろ
taboo, しね
taboo, しんじまえ
taboo, だまれ
taboo, だめだこいつ
taboo, ちくしょう
taboo, てめえ
taboo, でぶ
taboo, どけ
taboo, ぬけめ
taboo, はげ
taboo, はずかしい
taboo, ひどい
taboo, ふざけるな
taboo, ふざけんな
taboo, ぶさいく
taboo, ぶす
taboo, へたくそ
taboo, ぼけ
taboo, まぬけ
taboo, アホ
taboo, カメ
taboo, キズ
taboo, ディック
taboo, ハイブリッド
taboo, バカ
taboo, プー
taboo, ムダ
taboo, 両親
taboo, 人生
taboo, 売春
taboo, 尿
taboo, 息子
taboo, 悲しみ
taboo, 愚か
taboo, 戻っ
taboo, 戻り
taboo, 戻る
taboo, 戻ろ
taboo, 所有
taboo, 拷問
taboo, 死な
taboo, 死ぬ
taboo, 死ん
taboo, 母親
taboo, 無意味
taboo, 父親
taboo, 皮肉
taboo, 肥料
taboo, 詐欺
taboo, 馬鹿
taboo, 魂
together,いっしょ
together,ユニフォーム
together,一同
together,一緒
together,一緒に
you_direct,あんた
you_direct,きみ
you_direct,貴方
you_honorific,あなた
you_honorific,あなたくん
you_honorific,あなたさま
you_honorific,あなたさん
you_honorific,あなた君
you_honorific,あなた様
you_honorific,さま
you_honorific,さん
you_honorific,紳士
you_honorific,貴方
you_honorific,貴方くん
you_honorific,貴方さま
you_honorific,貴方さん
you_honorific,貴方君
you_honorific,貴方様
you_honorific,逃し
you_honorific,逃す
first_person_plural,私たち
first_person_plural,僕たち
first_person_plural,俺たち
first_person_plural,我々
first_person_plural,われわれ
ingroup_ident,みんな
ingroup_ident,皆さん
ingroup_ident,全員
ingroup_ident,各位
ingroup_ident,仲間
ingroup_ident,チーム
ingroup_ident,団体
ingroup_ident,グループ
ingroup_ident,同僚
ingroup_ident,メンバー
ingroup_ident,連中
ingroup_ident,一同
ingroup_ident,同志
ingroup_ident,仲間たち
